"pubid","year","volfreq","volreasn","groupmeet","donate","donateamt"
4935,2013,NA,NA,NA,NA,NA
4936,2005,1,NA,1,0,NA
4936,2007,1,NA,1,0,NA
4936,2011,2,3,1,0,NA
4936,2013,4,3,4,1,3
4937,2005,1,NA,1,0,NA
4937,2007,1,NA,1,0,NA
4937,2011,1,NA,1,0,NA
4937,2013,1,NA,1,0,NA
4938,2005,NA,NA,NA,NA,NA
4938,2007,NA,NA,NA,NA,NA
4938,2011,NA,NA,NA,NA,NA
4938,2013,NA,NA,NA,NA,NA
4939,2005,1,NA,1,0,NA
4939,2007,1,NA,1,0,NA
4939,2011,NA,NA,NA,NA,NA
4939,2013,2,3,1,0,NA
4940,2005,1,NA,1,0,NA
4940,2007,1,NA,1,0,NA
4940,2011,1,NA,1,1,NA
4940,2013,1,NA,1,0,NA
4941,2005,1,NA,1,0,NA
4941,2007,1,NA,1,0,NA
4941,2011,2,3,1,0,NA
4941,2013,1,NA,1,0,NA
4942,2005,NA,NA,2,1,1
4942,2007,NA,NA,1,NA,NA
4942,2011,2,3,2,0,NA
4942,2013,2,NA,2,1,2
4943,2005,2,3,1,0,NA
4943,2007,1,NA,1,0,NA
4943,2011,2,3,1,0,NA
4943,2013,1,NA,2,0,NA
4944,2005,2,3,1,1,2
4944,2007,2,3,1,1,2
4944,2011,2,3,1,1,2
4944,2013,2,3,1,0,NA
4945,2005,1,NA,1,0,NA
4945,2007,1,NA,1,0,NA
4945,2011,NA,NA,NA,NA,NA
4945,2013,2,3,1,1,1
4946,2005,2,NA,4,0,NA
4946,2007,4,NA,NA,0,NA
4946,2011,NA,NA,2,NA,NA
4946,2013,1,NA,1,0,NA
4947,2005,1,NA,1,0,NA
4947,2007,1,NA,1,0,NA
4947,2011,1,NA,1,0,NA
4947,2013,1,NA,1,0,NA
4948,2005,1,NA,1,1,1
4948,2007,1,NA,1,1,1
4948,2011,1,NA,1,0,NA
4948,2013,4,3,1,0,NA
4949,2005,2,3,2,1,1
4949,2007,1,NA,1,0,NA
4949,2011,1,NA,1,0,NA
4949,2013,1,NA,1,0,NA
4950,2005,1,NA,1,0,NA
4950,2007,1,NA,1,0,NA
4950,2011,1,NA,1,0,NA
4950,2013,1,NA,1,0,NA
4951,2005,3,3,2,1,1
4951,2007,2,3,1,1,1
4951,2011,4,3,4,0,NA
4951,2013,2,3,1,0,NA
4952,2005,1,NA,1,0,NA
4952,2007,1,NA,2,0,NA
4952,2011,1,NA,1,0,NA
4952,2013,2,3,1,0,NA
4953,2005,NA,NA,NA,NA,NA
4953,2007,NA,NA,NA,NA,NA
4953,2011,NA,NA,NA,NA,NA
4953,2013,NA,NA,NA,NA,NA
4954,2005,1,NA,1,0,NA
4954,2007,2,3,1,0,NA
4954,2011,2,3,1,0,NA
4954,2013,4,3,1,0,NA
4955,2005,1,NA,1,0,NA
4955,2007,1,NA,1,0,NA
4955,2011,1,NA,1,0,NA
4955,2013,1,NA,1,0,NA
4956,2005,1,NA,1,0,NA
4956,2007,1,NA,1,0,NA
4956,2011,2,2,1,0,NA
4956,2013,NA,NA,NA,NA,NA
4957,2005,2,NA,1,0,NA
4957,2007,1,NA,1,0,NA
4957,2011,2,3,1,0,NA
4957,2013,1,NA,1,0,NA
4958,2005,1,NA,1,0,NA
4958,2007,1,NA,1,0,NA
4958,2011,1,NA,1,0,NA
4958,2013,2,3,1,0,NA
4959,2005,3,3,2,1,1
4959,2007,2,3,2,1,1
4959,2011,3,3,2,0,NA
4959,2013,2,3,2,0,NA
4960,2005,1,NA,2,0,NA
4960,2007,1,NA,1,0,NA
4960,2011,NA,NA,NA,NA,NA
4960,2013,1,NA,1,0,NA
4961,2005,1,NA,1,0,NA
4961,2007,1,NA,1,0,NA
4961,2011,1,NA,1,0,NA
4961,2013,1,NA,1,0,NA
4962,2005,1,NA,1,0,NA
4962,2007,1,NA,1,0,NA
4962,2011,1,NA,1,0,NA
4962,2013,1,NA,2,0,NA
4963,2005,2,3,1,0,NA
4963,2007,2,3,2,0,NA
4963,2011,1,NA,1,0,NA
4963,2013,3,3,1,0,NA
4964,2005,2,NA,1,NA,NA
4964,2007,2,3,1,0,NA
4964,2011,1,NA,1,0,NA
4964,2013,2,1,1,1,1
4965,2005,1,NA,1,0,NA
4965,2007,1,NA,1,0,NA
4965,2011,2,3,1,0,NA
4965,2013,3,3,1,0,NA
4966,2005,1,NA,1,0,NA
4966,2007,2,3,1,0,NA
4966,2011,1,NA,1,0,NA
4966,2013,2,3,1,0,NA
4967,2005,NA,NA,NA,NA,NA
4967,2007,NA,NA,NA,NA,NA
4967,2011,NA,NA,NA,NA,NA
4967,2013,1,NA,1,0,NA
4968,2005,1,NA,1,0,NA
4968,2007,1,NA,1,0,NA
4968,2011,1,NA,1,0,NA
4968,2013,1,NA,1,0,NA
4969,2005,NA,NA,NA,NA,NA
4969,2007,NA,NA,NA,NA,NA
4969,2011,NA,NA,NA,NA,NA
4969,2013,NA,NA,NA,NA,NA
4970,2005,NA,NA,NA,NA,NA
4970,2007,NA,NA,NA,NA,NA
4970,2011,3,NA,1,0,NA
4970,2013,NA,NA,NA,NA,NA
4971,2005,2,3,1,0,NA
4971,2007,1,NA,1,0,NA
4971,2011,1,NA,1,0,NA
4971,2013,1,NA,1,0,NA
4972,2005,1,NA,1,0,NA
4972,2007,1,NA,1,0,NA
4972,2011,1,NA,1,0,NA
4972,2013,1,NA,1,0,NA
4973,2005,NA,NA,NA,NA,NA
4973,2007,2,3,1,0,NA
4973,2011,2,3,1,0,NA
4973,2013,1,NA,1,0,NA
4974,2005,1,NA,1,1,2
4974,2007,1,NA,1,1,1
4974,2011,1,NA,1,1,1
4974,2013,1,NA,1,1,1
4975,2005,2,3,1,0,NA
4975,2007,1,NA,1,0,NA
4975,2011,2,3,1,0,NA
4975,2013,2,3,2,1,1
4976,2005,1,NA,1,0,NA
4976,2007,1,NA,1,0,NA
4976,2011,1,NA,1,0,NA
4976,2013,1,NA,1,0,NA
4977,2005,1,NA,1,0,NA
4977,2007,1,NA,1,0,NA
4977,2011,1,NA,1,0,NA
4977,2013,1,NA,1,0,NA
4978,2005,1,NA,1,0,NA
4978,2007,1,NA,1,0,NA
4978,2011,2,3,1,0,NA
4978,2013,2,3,1,0,NA
4979,2005,NA,NA,NA,NA,NA
4979,2007,1,NA,1,1,1
4979,2011,2,3,2,0,NA
4979,2013,1,NA,1,0,NA
4980,2005,1,NA,1,0,NA
4980,2007,1,NA,1,0,NA
4980,2011,1,NA,1,0,NA
4980,2013,1,NA,1,0,NA
4981,2005,NA,NA,NA,NA,NA
4981,2007,1,NA,1,0,NA
4981,2011,1,NA,1,0,NA
4981,2013,1,NA,1,0,NA
4982,2005,4,3,1,0,NA
4982,2007,2,3,1,0,NA
4982,2011,2,3,1,1,1
4982,2013,2,3,3,0,NA
4983,2005,1,NA,1,0,NA
4983,2007,1,NA,1,0,NA
4983,2011,1,NA,1,0,NA
4983,2013,3,3,1,0,NA
4984,2005,NA,NA,NA,NA,NA
4984,2007,1,NA,1,1,1
4984,2011,NA,NA,NA,NA,NA
4984,2013,NA,NA,NA,NA,NA
4985,2005,NA,NA,NA,NA,NA
4985,2007,NA,NA,NA,NA,NA
4985,2011,4,3,1,1,2
4985,2013,4,3,1,1,3
4986,2005,1,NA,1,0,NA
4986,2007,NA,NA,NA,NA,NA
4986,2011,2,3,2,1,1
4986,2013,4,3,1,0,NA
4987,2005,2,NA,2,1,1
4987,2007,2,3,1,NA,NA
4987,2011,2,3,1,0,NA
4987,2013,2,3,2,1,1
4988,2005,1,NA,1,0,NA
4988,2007,1,NA,1,0,NA
4988,2011,1,NA,4,0,NA
4988,2013,1,NA,2,0,NA
4989,2005,1,NA,1,0,NA
4989,2007,1,NA,1,0,NA
4989,2011,1,NA,1,0,NA
4989,2013,1,NA,1,0,NA
4990,2005,2,2,1,1,1
4990,2007,1,NA,NA,NA,NA
4990,2011,NA,NA,NA,NA,NA
4990,2013,1,NA,1,0,NA
4991,2005,1,NA,1,0,NA
4991,2007,1,NA,1,0,NA
4991,2011,1,NA,1,0,NA
4991,2013,NA,NA,1,0,NA
4992,2005,NA,NA,1,0,NA
4992,2007,1,NA,1,0,NA
4992,2011,1,NA,1,0,NA
4992,2013,1,NA,1,0,NA
4993,2005,NA,NA,NA,NA,NA
4993,2007,NA,NA,NA,NA,NA
4993,2011,NA,NA,NA,NA,NA
4993,2013,NA,NA,NA,NA,NA
4994,2005,1,NA,1,0,NA
4994,2007,1,NA,1,0,NA
4994,2011,1,NA,1,0,NA
4994,2013,1,NA,1,0,NA
4995,2005,NA,NA,NA,NA,NA
4995,2007,NA,NA,NA,NA,NA
4995,2011,NA,NA,NA,NA,NA
4995,2013,NA,NA,NA,NA,NA
4996,2005,1,NA,1,0,NA
4996,2007,1,NA,1,0,NA
4996,2011,NA,NA,NA,0,NA
4996,2013,NA,NA,NA,NA,NA
4997,2005,2,3,1,1,1
4997,2007,1,NA,1,1,1
4997,2011,2,NA,1,0,NA
4997,2013,2,3,1,0,NA
4998,2005,NA,NA,NA,NA,NA
4998,2007,1,NA,1,1,1
4998,2011,1,NA,1,1,1
4998,2013,1,NA,1,0,NA
4999,2005,2,3,2,0,NA
4999,2007,2,3,2,1,1
4999,2011,1,NA,2,0,NA
4999,2013,2,3,1,0,NA
5000,2005,NA,NA,NA,NA,NA
5000,2007,2,3,3,1,1
5000,2011,NA,NA,NA,NA,NA
5000,2013,1,NA,2,1,1
5001,2005,1,NA,1,0,NA
5001,2007,1,NA,1,0,NA
5001,2011,2,3,2,0,NA
5001,2013,2,3,1,0,NA
5002,2005,1,NA,2,1,1
5002,2007,1,NA,1,NA,NA
5002,2011,1,NA,1,1,1
5002,2013,1,NA,1,1,1
5003,2005,1,NA,1,0,NA
5003,2007,1,NA,1,0,NA
5003,2011,1,NA,1,0,NA
5003,2013,1,NA,1,0,NA
5004,2005,NA,NA,NA,NA,NA
5004,2007,1,NA,1,0,NA
5004,2011,1,NA,1,0,NA
5004,2013,1,NA,1,0,NA
5005,2005,1,NA,1,0,NA
5005,2007,1,NA,1,0,NA
5005,2011,1,NA,1,0,NA
5005,2013,1,NA,1,0,NA
5006,2005,3,3,2,0,NA
5006,2007,2,3,2,1,1
5006,2011,3,3,2,1,1
5006,2013,2,3,2,1,1
5007,2005,1,NA,1,0,NA
5007,2007,1,NA,1,0,NA
5007,2011,1,NA,1,0,NA
5007,2013,1,NA,1,0,NA
5008,2005,4,3,1,0,NA
5008,2007,4,3,4,0,NA
5008,2011,NA,NA,NA,NA,NA
5008,2013,NA,NA,NA,NA,NA
5009,2005,1,NA,1,0,NA
5009,2007,1,NA,1,0,NA
5009,2011,1,NA,1,0,NA
5009,2013,2,3,2,1,1
5010,2005,NA,NA,NA,NA,NA
5010,2007,NA,NA,NA,NA,NA
5010,2011,NA,NA,NA,NA,NA
5010,2013,NA,NA,NA,NA,NA
5011,2005,2,NA,1,0,NA
5011,2007,2,3,1,0,NA
5011,2011,2,3,1,0,NA
5011,2013,2,3,1,0,NA
5012,2005,2,NA,1,1,1
5012,2007,1,NA,1,0,NA
5012,2011,2,1,1,0,NA
5012,2013,1,NA,1,0,NA
5013,2005,2,2,2,0,NA
5013,2007,1,NA,1,0,NA
5013,2011,1,NA,1,0,NA
5013,2013,1,NA,1,1,1
5014,2005,NA,NA,NA,NA,NA
5014,2007,1,NA,1,0,NA
5014,2011,1,NA,1,0,NA
5014,2013,1,NA,1,0,NA
5015,2005,2,3,1,1,1
5015,2007,4,3,2,1,1
5015,2011,4,3,2,1,1
5015,2013,2,3,2,1,2
5016,2005,2,3,1,0,NA
5016,2007,1,NA,1,1,1
5016,2011,NA,NA,NA,NA,NA
5016,2013,NA,NA,NA,NA,NA
5017,2005,1,NA,1,0,NA
5017,2007,1,NA,1,0,NA
5017,2011,2,1,1,0,NA
5017,2013,1,NA,2,0,NA
5018,2005,1,NA,1,0,NA
5018,2007,1,NA,1,0,NA
5018,2011,1,NA,1,1,1
5018,2013,1,NA,1,0,NA
5019,2005,2,3,2,0,NA
5019,2007,2,3,1,0,NA
5019,2011,1,NA,1,0,NA
5019,2013,2,3,1,1,1
5020,2005,NA,NA,NA,NA,NA
5020,2007,NA,NA,NA,NA,NA
5020,2011,1,NA,1,0,NA
5020,2013,1,NA,1,0,NA
5021,2005,1,NA,1,0,NA
5021,2007,1,NA,1,0,NA
5021,2011,1,NA,1,0,NA
5021,2013,1,NA,1,0,NA
5022,2005,2,2,2,1,1
5022,2007,1,NA,1,0,NA
5022,2011,1,NA,1,0,NA
5022,2013,1,NA,1,0,NA
5023,2005,4,3,1,0,NA
5023,2007,4,3,2,1,3
5023,2011,4,3,2,1,1
5023,2013,4,3,1,0,NA
5024,2005,1,NA,1,0,NA
5024,2007,1,NA,1,1,1
5024,2011,1,NA,1,0,NA
5024,2013,1,NA,1,0,NA
5025,2005,3,3,1,0,NA
5025,2007,4,3,1,0,NA
5025,2011,2,3,2,1,1
5025,2013,NA,NA,NA,NA,NA
5026,2005,NA,NA,NA,NA,NA
5026,2007,1,NA,1,1,1
5026,2011,2,3,1,1,2
5026,2013,2,3,1,0,NA
5027,2005,1,NA,1,0,NA
5027,2007,1,NA,1,0,NA
5027,2011,1,NA,1,0,NA
5027,2013,1,NA,1,0,NA
5028,2005,1,NA,1,0,NA
5028,2007,2,3,1,0,NA
5028,2011,2,3,1,1,2
5028,2013,4,1,1,0,NA
5029,2005,NA,NA,NA,NA,NA
5029,2007,NA,NA,NA,NA,NA
5029,2011,4,3,1,0,NA
5029,2013,NA,NA,NA,NA,NA
5030,2005,1,NA,2,0,NA
5030,2007,1,NA,1,1,1
5030,2011,1,NA,1,0,NA
5030,2013,1,NA,1,1,1
5031,2005,NA,NA,NA,NA,NA
5031,2007,NA,NA,NA,NA,NA
5031,2011,NA,NA,NA,NA,NA
5031,2013,NA,NA,NA,NA,NA
5032,2005,1,NA,1,1,2
5032,2007,1,NA,1,1,3
5032,2011,4,3,1,0,NA
5032,2013,1,NA,1,1,4
5033,2005,3,3,1,0,NA
5033,2007,1,NA,1,1,1
5033,2011,2,3,1,1,1
5033,2013,1,NA,1,0,NA
5034,2005,1,NA,1,1,1
5034,2007,4,3,3,1,2
5034,2011,1,NA,1,1,1
5034,2013,1,NA,1,1,1
5035,2005,NA,NA,NA,NA,NA
5035,2007,1,NA,1,0,NA
5035,2011,NA,NA,NA,NA,NA
5035,2013,NA,NA,NA,NA,NA
5036,2005,2,2,2,1,1
5036,2007,2,3,1,0,NA
5036,2011,2,3,1,0,NA
5036,2013,2,3,1,0,NA
5037,2005,NA,NA,NA,NA,NA
5037,2007,1,NA,2,1,1
5037,2011,NA,NA,NA,NA,NA
5037,2013,2,3,1,0,NA
5038,2005,1,NA,1,0,NA
5038,2007,1,NA,1,0,NA
5038,2011,1,NA,1,0,NA
5038,2013,2,NA,1,1,1
5039,2005,1,NA,1,0,NA
5039,2007,1,NA,1,0,NA
5039,2011,1,NA,1,0,NA
5039,2013,1,NA,2,1,1
5040,2005,4,3,NA,1,NA
5040,2007,4,3,1,1,1
5040,2011,4,3,2,1,1
5040,2013,1,NA,1,1,3
5041,2005,NA,NA,NA,NA,NA
5041,2007,1,NA,2,0,NA
5041,2011,1,NA,1,0,NA
5041,2013,1,NA,1,0,NA
5042,2005,3,3,2,1,2
5042,2007,1,NA,1,0,NA
5042,2011,2,3,2,1,3
5042,2013,2,3,1,0,NA
5043,2005,1,NA,1,1,1
5043,2007,2,3,1,0,NA
5043,2011,2,3,1,1,1
5043,2013,1,NA,1,1,1
5044,2005,4,3,4,0,NA
5044,2007,2,3,1,0,NA
5044,2011,4,3,2,0,NA
5044,2013,2,3,NA,0,NA
5045,2005,NA,NA,NA,NA,NA
5045,2007,NA,NA,NA,NA,NA
5045,2011,1,NA,1,0,NA
5045,2013,NA,NA,NA,NA,NA
5046,2005,3,2,3,0,NA
5046,2007,2,3,2,0,NA
5046,2011,1,NA,2,0,NA
5046,2013,1,NA,1,0,NA
5047,2005,1,NA,1,NA,NA
5047,2007,1,NA,1,0,NA
5047,2011,1,NA,4,1,1
5047,2013,1,NA,1,0,NA
5048,2005,4,NA,1,0,NA
5048,2007,1,NA,1,0,NA
5048,2011,1,NA,1,1,NA
5048,2013,1,NA,1,1,2
5049,2005,1,NA,1,1,1
5049,2007,1,NA,2,1,2
5049,2011,2,3,1,0,NA
5049,2013,2,3,1,1,2
5050,2005,NA,NA,NA,NA,NA
5050,2007,NA,NA,NA,NA,NA
5050,2011,NA,NA,NA,NA,NA
5050,2013,NA,NA,NA,NA,NA
5051,2005,2,NA,2,0,NA
5051,2007,2,3,2,0,NA
5051,2011,1,NA,2,0,NA
5051,2013,2,3,1,0,NA
5052,2005,1,NA,1,0,NA
5052,2007,1,NA,1,0,NA
5052,2011,1,NA,1,0,NA
5052,2013,1,NA,1,0,NA
5053,2005,1,NA,1,0,NA
5053,2007,1,NA,1,0,NA
5053,2011,1,NA,1,0,NA
5053,2013,1,NA,1,0,NA
5054,2005,1,NA,1,0,NA
5054,2007,NA,NA,NA,NA,NA
5054,2011,NA,NA,NA,NA,NA
5054,2013,NA,NA,NA,NA,NA
5055,2005,4,3,1,0,NA
5055,2007,1,NA,1,0,NA
5055,2011,NA,NA,NA,NA,NA
5055,2013,1,NA,1,0,NA
5056,2005,1,NA,1,0,NA
5056,2007,NA,NA,NA,NA,NA
5056,2011,NA,NA,NA,NA,NA
5056,2013,NA,NA,NA,NA,NA
5057,2005,1,NA,1,0,NA
5057,2007,1,NA,1,0,NA
5057,2011,1,NA,1,0,NA
5057,2013,1,NA,1,1,1
5058,2005,2,3,1,0,NA
5058,2007,2,3,1,1,1
5058,2011,2,3,2,0,NA
5058,2013,2,3,1,0,NA
5059,2005,1,NA,1,0,NA
5059,2007,1,NA,1,0,NA
5059,2011,1,NA,1,0,NA
5059,2013,1,NA,1,0,NA
5060,2005,NA,NA,NA,NA,NA
5060,2007,NA,NA,NA,NA,NA
5060,2011,NA,NA,NA,NA,NA
5060,2013,NA,NA,NA,NA,NA
5061,2005,2,3,1,1,1
5061,2007,NA,NA,NA,NA,NA
5061,2011,1,NA,1,0,NA
5061,2013,NA,NA,3,0,NA
5062,2005,1,NA,1,1,1
5062,2007,3,3,1,0,NA
5062,2011,1,NA,1,0,NA
5062,2013,4,3,3,1,1
5063,2005,NA,NA,NA,NA,NA
5063,2007,NA,NA,NA,NA,NA
5063,2011,NA,NA,NA,NA,NA
5063,2013,NA,NA,NA,NA,NA
5064,2005,4,3,4,1,3
5064,2007,4,3,4,1,3
5064,2011,4,3,2,1,2
5064,2013,4,3,3,1,2
5065,2005,3,3,1,0,NA
5065,2007,NA,NA,NA,NA,NA
5065,2011,4,3,2,1,3
5065,2013,1,NA,1,0,NA
5066,2005,1,NA,1,0,NA
5066,2007,NA,NA,NA,NA,NA
5066,2011,1,NA,2,0,NA
5066,2013,NA,NA,NA,NA,NA
5067,2005,NA,NA,NA,NA,NA
5067,2007,1,NA,1,1,2
5067,2011,3,3,2,1,4
5067,2013,2,3,1,0,NA
5068,2005,2,3,1,0,NA
5068,2007,1,NA,1,1,1
5068,2011,NA,NA,NA,NA,NA
5068,2013,NA,NA,NA,NA,NA
5069,2005,NA,NA,NA,NA,NA
5069,2007,NA,NA,NA,NA,NA
5069,2011,NA,NA,NA,NA,NA
5069,2013,NA,NA,NA,NA,NA
5070,2005,NA,NA,NA,NA,NA
5070,2007,NA,NA,NA,NA,NA
5070,2011,1,NA,1,0,NA
5070,2013,1,NA,1,0,NA
5071,2005,NA,NA,NA,NA,NA
5071,2007,NA,NA,NA,NA,NA
5071,2011,2,3,NA,1,1
5071,2013,2,3,2,1,1
5072,2005,NA,NA,NA,NA,NA
5072,2007,NA,NA,NA,NA,NA
5072,2011,NA,NA,NA,NA,NA
5072,2013,NA,NA,NA,NA,NA
5073,2005,3,3,1,0,NA
5073,2007,2,2,1,0,NA
5073,2011,2,3,1,0,NA
5073,2013,2,3,1,0,NA
5074,2005,NA,NA,NA,NA,NA
5074,2007,NA,NA,NA,NA,NA
5074,2011,NA,NA,NA,NA,NA
5074,2013,NA,NA,NA,NA,NA
5075,2005,NA,NA,NA,NA,NA
5075,2007,1,NA,1,1,1
5075,2011,2,3,1,1,1
5075,2013,3,2,1,1,2
5076,2005,NA,NA,NA,NA,NA
5076,2007,NA,NA,NA,NA,NA
5076,2011,NA,NA,NA,NA,NA
5076,2013,NA,NA,NA,NA,NA
5077,2005,NA,NA,NA,NA,NA
5077,2007,1,NA,1,0,NA
5077,2011,2,3,2,1,4
5077,2013,1,NA,1,1,4
5078,2005,1,NA,1,1,1
5078,2007,1,NA,1,0,NA
5078,2011,1,NA,1,0,NA
5078,2013,1,NA,2,0,NA
5079,2005,NA,NA,NA,NA,NA
5079,2007,NA,NA,NA,NA,NA
5079,2011,NA,NA,NA,NA,NA
5079,2013,NA,NA,NA,NA,NA
5080,2005,1,NA,1,0,NA
5080,2007,NA,NA,NA,NA,NA
5080,2011,1,NA,1,1,1
5080,2013,1,NA,1,0,NA
5081,2005,4,3,1,0,NA
5081,2007,4,3,1,0,NA
5081,2011,4,3,4,0,NA
5081,2013,1,NA,1,0,NA
5082,2005,1,NA,1,0,NA
5082,2007,4,3,4,1,4
5082,2011,4,3,1,0,NA
5082,2013,4,3,1,0,NA
5083,2005,2,3,3,0,NA
5083,2007,2,3,2,1,2
5083,2011,2,3,2,1,1
5083,2013,2,3,1,1,1
5084,2005,1,NA,1,0,NA
5084,2007,2,2,1,NA,NA
5084,2011,2,3,1,0,NA
5084,2013,1,NA,1,0,NA
5085,2005,1,NA,1,1,1
5085,2007,1,NA,1,0,NA
5085,2011,2,2,1,0,NA
5085,2013,1,NA,1,1,1
5086,2005,2,3,1,0,NA
5086,2007,2,3,2,0,NA
5086,2011,2,3,1,0,NA
5086,2013,NA,NA,1,0,NA
5087,2005,2,3,1,0,NA
5087,2007,2,3,1,0,NA
5087,2011,2,3,2,0,NA
5087,2013,2,3,1,1,1
5088,2005,NA,NA,NA,NA,NA
5088,2007,NA,NA,NA,NA,NA
5088,2011,2,3,1,0,NA
5088,2013,1,NA,1,0,NA
5089,2005,NA,NA,NA,NA,NA
5089,2007,NA,NA,NA,NA,NA
5089,2011,NA,NA,NA,NA,NA
5089,2013,2,3,1,0,NA
5090,2005,NA,NA,NA,NA,NA
5090,2007,NA,NA,NA,NA,NA
5090,2011,NA,NA,NA,NA,NA
5090,2013,NA,NA,NA,NA,NA
5091,2005,4,3,1,0,NA
5091,2007,NA,NA,NA,NA,NA
5091,2011,NA,NA,NA,NA,NA
5091,2013,3,3,3,1,1
5092,2005,1,NA,1,1,NA
5092,2007,1,NA,1,0,NA
5092,2011,2,3,1,1,2
5092,2013,1,NA,1,0,NA
5093,2005,4,3,1,0,NA
5093,2007,1,NA,2,1,1
5093,2011,2,NA,1,0,NA
5093,2013,1,NA,1,0,NA
5094,2005,1,NA,1,0,NA
5094,2007,1,NA,1,0,NA
5094,2011,1,NA,1,0,NA
5094,2013,1,NA,1,0,NA
5095,2005,2,3,1,0,NA
5095,2007,2,3,1,0,NA
5095,2011,2,3,2,0,NA
5095,2013,1,NA,1,0,NA
5096,2005,NA,NA,NA,NA,NA
5096,2007,NA,NA,NA,NA,NA
5096,2011,NA,NA,NA,NA,NA
5096,2013,NA,NA,NA,NA,NA
5097,2005,1,NA,1,0,NA
5097,2007,1,NA,1,0,NA
5097,2011,1,NA,1,0,NA
5097,2013,1,NA,1,0,NA
5098,2005,1,NA,1,0,NA
5098,2007,1,NA,1,0,NA
5098,2011,2,3,1,0,NA
5098,2013,1,NA,1,1,1
5099,2005,1,NA,1,0,NA
5099,2007,1,NA,1,0,NA
5099,2011,4,3,1,1,1
5099,2013,1,NA,2,0,NA
5100,2005,NA,NA,NA,NA,NA
5100,2007,2,3,2,1,2
5100,2011,2,3,1,1,1
5100,2013,3,3,1,1,1
5101,2005,NA,NA,NA,NA,NA
5101,2007,NA,NA,NA,NA,NA
5101,2011,NA,NA,NA,NA,NA
5101,2013,NA,NA,NA,NA,NA
5102,2005,1,NA,1,0,NA
5102,2007,1,NA,1,0,NA
5102,2011,2,3,1,1,1
5102,2013,3,3,2,0,NA
5103,2005,NA,NA,NA,NA,NA
5103,2007,NA,NA,NA,NA,NA
5103,2011,2,3,2,1,1
5103,2013,3,3,2,1,1
5104,2005,1,NA,1,0,NA
5104,2007,2,3,1,1,1
5104,2011,1,NA,1,0,NA
5104,2013,1,NA,1,1,1
5105,2005,1,NA,1,0,NA
5105,2007,1,NA,1,0,NA
5105,2011,1,NA,1,0,NA
5105,2013,1,NA,1,0,NA
5106,2005,1,NA,1,1,1
5106,2007,1,NA,1,0,NA
5106,2011,2,3,2,0,NA
5106,2013,1,NA,1,0,NA
5107,2005,2,3,1,0,NA
5107,2007,NA,NA,NA,NA,NA
5107,2011,NA,NA,NA,NA,NA
5107,2013,NA,NA,NA,NA,NA
5108,2005,NA,NA,NA,NA,NA
5108,2007,NA,NA,NA,NA,NA
5108,2011,NA,NA,NA,NA,NA
5108,2013,NA,NA,NA,NA,NA
5109,2005,1,NA,1,0,NA
5109,2007,1,NA,1,0,NA
5109,2011,1,NA,1,0,NA
5109,2013,1,NA,1,1,1
5110,2005,NA,NA,NA,NA,NA
5110,2007,NA,NA,NA,NA,NA
5110,2011,NA,NA,NA,NA,NA
5110,2013,NA,NA,NA,NA,NA
5111,2005,1,NA,1,0,NA
5111,2007,1,NA,1,0,NA
5111,2011,NA,NA,NA,NA,NA
5111,2013,1,NA,1,0,NA
5112,2005,NA,NA,NA,NA,NA
5112,2007,NA,NA,NA,NA,NA
5112,2011,1,NA,1,0,NA
5112,2013,NA,NA,NA,NA,NA
5113,2005,1,NA,1,0,NA
5113,2007,1,NA,1,0,NA
5113,2011,1,NA,1,0,NA
5113,2013,1,NA,1,0,NA
5114,2005,2,3,1,0,NA
5114,2007,1,NA,1,0,NA
5114,2011,1,NA,1,0,NA
5114,2013,1,NA,1,0,NA
5115,2005,1,NA,1,0,NA
5115,2007,1,NA,1,0,NA
5115,2011,1,NA,2,0,NA
5115,2013,1,NA,1,0,NA
5116,2005,2,3,1,1,1
5116,2007,1,NA,1,1,1
5116,2011,2,3,3,1,1
5116,2013,2,3,2,1,1
5117,2005,NA,NA,1,0,NA
5117,2007,3,3,1,0,NA
5117,2011,2,3,1,0,NA
5117,2013,4,3,NA,0,NA
5118,2005,NA,NA,NA,NA,NA
5118,2007,1,NA,1,0,NA
5118,2011,1,NA,1,0,NA
5118,2013,1,NA,1,0,NA
5119,2005,NA,NA,NA,NA,NA
5119,2007,NA,NA,NA,NA,NA
5119,2011,NA,NA,NA,NA,NA
5119,2013,NA,NA,NA,NA,NA
5120,2005,3,3,1,0,NA
5120,2007,NA,NA,2,0,NA
5120,2011,1,NA,1,1,1
5120,2013,1,NA,1,0,NA
5121,2005,NA,NA,NA,NA,NA
5121,2007,NA,NA,NA,NA,NA
5121,2011,NA,NA,NA,NA,NA
5121,2013,NA,NA,NA,NA,NA
5122,2005,4,3,1,1,2
5122,2007,3,3,2,0,NA
5122,2011,NA,NA,NA,NA,NA
5122,2013,NA,NA,NA,NA,NA
5123,2005,1,NA,1,0,NA
5123,2007,1,NA,1,0,NA
5123,2011,1,NA,1,0,NA
5123,2013,1,NA,1,0,NA
5124,2005,4,3,1,0,NA
5124,2007,1,NA,1,1,1
5124,2011,2,3,1,0,NA
5124,2013,2,3,1,0,NA
5125,2005,4,2,1,0,NA
5125,2007,NA,NA,NA,NA,NA
5125,2011,NA,NA,NA,NA,NA
5125,2013,2,3,1,0,NA
5126,2005,1,NA,1,0,NA
5126,2007,1,NA,1,1,1
5126,2011,4,3,1,1,1
